ObjectID,ObjRightsType,ObjectStatusID
8393,Public Domain,1
8394,Public Domain,1
8395,Public Domain,1
8396,Public Domain,1
8397,Full Permission,1
8398,Full Permission,1
8399,Public Domain,1
8400,Public Domain,1
8401,Public Domain,1
8402,Public Domain,1
8403,Public Domain,1
8404,Public Domain,1
8405,Public Domain,1
8406,Public Domain,1
8407,Full Permission,1
8408,Public Domain,1
8409,Public Domain,1
8410,Public Domain,1
8411,Public Domain,1
8412,Public Domain,1
8413,Copyright Protected,1
8414,Copyright Protected,1
8415,Copyright Protected,1
8416,Copyright Protected,1
8417,Public Domain,1
8418,Public Domain,1
8419,Online Use Only,1
8420,Online Use Only,1
8421,Online Use Only,1
8422,Online Use Only,1
8423,Online Use Only,1
8424,Need Permission,1
8425,Full Permission,1
8426,Public Domain,1
8427,Public Domain,1
8428,Online Use Only,1
8430,Public Domain,1
8431,Public Domain,1
8432,Public Domain,1
8433,Public Domain,1
8434,Public Domain,1
8435,Public Domain,1
8436,Public Domain,1
8437,Public Domain,1
8438,Public Domain,1
8441,Need Permission,1
8442,Public Domain,1
8443,Copyright Protected,1
8444,Copyright Protected,1
8445,Copyright Protected,1
8446,Public Domain,1
8447,Public Domain,1
8448,Need Permission,1
8449,Public Domain,1
8450,Non-Commercial Use,1
8451,Public Domain,1
8452,Non-Commercial Use,1
8453,Public Domain,1
8454,Public Domain,1
8455,Public Domain,1
8456,Public Domain,1
8457,Public Domain,1
8458,Public Domain,1
8459,Public Domain,1
8460,Public Domain,1
8461,Public Domain,1
8462,Public Domain,1
8463,Public Domain,1
8464,Public Domain,1
8465,Public Domain,1
8466,Public Domain,1
8467,Public Domain,1
8468,Public Domain,1
8469,Public Domain,1
8470,Public Domain,1
8471,Public Domain,1
8472,Public Domain,1
8473,Public Domain,1
8474,Public Domain,1
8475,Public Domain,1
8476,Copyright Protected,1
8477,Public Domain,1
8478,Need Permission,1
8479,Public Domain,1
8480,Public Domain,1
8481,Need Permission,1
8482,Public Domain,1
8483,Public Domain,1
8484,Public Domain,1
8485,Public Domain,1
8486,Full Permission,1
8487,Full Permission,1
8488,Full Permission,1
8489,Full Permission,1
8490,Full Permission,1
8491,Full Permission,1
8492,Full Permission,1
8493,Full Permission,1
8494,Full Permission,1
8495,Full Permission,1
8496,Full Permission,1
8497,Full Permission,1
8498,Full Permission,1
8499,Full Permission,1
8500,Full Permission,1
8501,Full Permission,1
8502,Full Permission,1
8503,Full Permission,1
8504,Full Permission,1
8505,Full Permission,1
8506,Full Permission,1
8507,Full Permission,1
8508,Full Permission,1
8509,Full Permission,1
8510,Full Permission,1
8511,Full Permission,1
8512,Full Permission,1
8513,Full Permission,1
8514,Full Permission,1
8515,Full Permission,1
8516,Full Permission,1
8517,Public Domain,1
8519,Public Domain,1
8520,Public Domain,1
8521,Public Domain,1
8522,Public Domain,1
8523,Full Permission,1
8524,Full Permission,1
8525,Full Permission,1
8526,Full Permission,1
8527,Full Permission,1
8528,Full Permission,1
8529,Full Permission,1
8530,Full Permission,1
8531,Full Permission,1
8532,Full Permission,1
8533,Full Permission,1
8534,Full Permission,1
8535,Full Permission,1
8536,Full Permission,1
8537,Full Permission,1
8538,Full Permission,1
8539,Full Permission,1
8540,Full Permission,1
8541,Full Permission,1
8542,Full Permission,1
8543,Public Domain,1
8544,Public Domain,1
8545,Public Domain,1
8546,Public Domain,1
8547,Public Domain,1
8548,Public Domain,1
8549,Public Domain,1
8550,Public Domain,1
8551,Non-Commercial Use,1
8552,Public Domain,1
8553,Public Domain,1
8554,Public Domain,1
8555,Public Domain,1
8556,Public Domain,1
8557,Public Domain,1
8558,Public Domain,1
8560,Public Domain,1
8561,Need Permission,1
8562,Public Domain,1
8563,Need Permission,1
8564,Need Permission,1
8565,Public Domain,1
8566,Public Domain,1
8567,Public Domain,1
8568,Public Domain,1
8569,Public Domain,1
8570,Public Domain,1
8571,Public Domain,1
8572,Public Domain,1
8573,Public Domain,1
8574,Public Domain,1
8575,Public Domain,1
8576,Public Domain,1
8577,Public Domain,1
8578,Public Domain,1
8579,Public Domain,1
8580,Public Domain,1
8581,Public Domain,1
8582,Public Domain,1
8583,Public Domain,1
8584,Public Domain,1
8585,Public Domain,1
8586,Public Domain,1
8587,Public Domain,1
8588,Public Domain,1
8589,Public Domain,1
8590,Public Domain,1
8591,Public Domain,1
8592,Public Domain,1
8593,Public Domain,1
8594,Public Domain,1
8595,Public Domain,1
8596,Public Domain,1
8597,Public Domain,1
8598,Public Domain,1
8599,Public Domain,1
8600,Public Domain,1
8601,Public Domain,1
8602,Public Domain,1
8603,Public Domain,1
8604,Public Domain,1
8605,Public Domain,1
8606,Public Domain,1
8607,Public Domain,1
8608,Public Domain,1
8609,Public Domain,1
8610,Public Domain,1
8611,Public Domain,1
8612,Public Domain,1
8613,Public Domain,1
8614,Public Domain,1
8615,Public Domain,1
8616,Public Domain,1
8617,Public Domain,1
8618,Public Domain,1
8619,Public Domain,1
8620,Public Domain,1
8621,Public Domain,1
8622,Public Domain,1
8623,Public Domain,1
8624,Public Domain,1
8625,Public Domain,1
8626,Public Domain,1
8627,Public Domain,1
8628,Public Domain,1
8629,Public Domain,1
8630,Public Domain,1
8631,Public Domain,1
8632,Public Domain,1
8633,Public Domain,1
8634,Public Domain,1
8635,Public Domain,1
8636,Public Domain,1
8637,Public Domain,1
8638,Public Domain,1
8639,Public Domain,1
8640,Public Domain,1
8641,Public Domain,1
8642,Public Domain,1
8643,Public Domain,1
8644,Public Domain,1
8645,Public Domain,1
8646,Public Domain,1
8647,Public Domain,1
8648,Public Domain,1
8649,Public Domain,1
8650,Public Domain,1
8651,Public Domain,1
8652,Public Domain,1
8653,Public Domain,1
8654,Public Domain,1
8655,Public Domain,1
8656,Public Domain,1
8657,Public Domain,1
8658,Public Domain,1
8659,Public Domain,1
8660,Public Domain,1
8661,Public Domain,1
8662,Public Domain,1
8663,Public Domain,1
8664,Full Permission,1
8665,Public Domain,1
8666,Public Domain,1
8667,Public Domain,1
8668,Public Domain,1
8669,Public Domain,1
8670,Need Permission,2
8671,Public Domain,1
8672,Public Domain,1
8673,Public Domain,1
8674,Public Domain,1
8675,Public Domain,1
8676,Public Domain,1
8677,Public Domain,1
8678,Need Permission,1
8679,Public Domain,1
8680,Need Permission,1
8681,Need Permission,1
8682,Need Permission,1
8683,Need Permission,1
8684,Need Permission,1
8685,Need Permission,1
8686,Need Permission,1
8687,Need Permission,1
8688,Need Permission,1
8689,Public Domain,1
8690,Public Domain,1
8691,Public Domain,1
8692,Public Domain,1
8693,Public Domain,1
8694,Public Domain,1
8695,Public Domain,1
8696,Public Domain,1
8697,Public Domain,1
8698,Public Domain,1
8699,Public Domain,1
8700,Public Domain,1
8701,Public Domain,1
8702,Public Domain,1
8703,Non-Commercial Use,1
8704,Non-Commercial Use,1
8705,Public Domain,1
8706,Public Domain,1
8707,Public Domain,1
8708,Public Domain,1
8709,Public Domain,1
8710,Public Domain,1
8711,Public Domain,1
8712,Public Domain,1
8713,Public Domain,1
8714,Public Domain,1
8715,Public Domain,1
8716,Public Domain,1
8717,Public Domain,1
8718,Public Domain,1
8719,Public Domain,1
8720,Public Domain,1
8721,Public Domain,1
8722,Public Domain,1
8723,Public Domain,1
8724,Public Domain,1
8725,Public Domain,1
8726,Public Domain,1
8727,Public Domain,1
8728,Public Domain,1
8730,Public Domain,1
8731,Public Domain,1
8732,Public Domain,1
8733,Public Domain,1
8734,Public Domain,1
8735,Public Domain,1
8736,Public Domain,1
8737,Public Domain,1
8738,Public Domain,1
8739,Public Domain,1
8740,Public Domain,1
8741,Public Domain,1
8742,Public Domain,1
8743,Public Domain,1
8744,Public Domain,1
8745,Public Domain,1
8746,Public Domain,1
8747,Public Domain,1
8749,Copyright Protected,1
8750,Public Domain,1
8751,Public Domain,1
8752,Public Domain,1
8753,Public Domain,1
8754,Public Domain,1
8755,Public Domain,1
8756,Copyright Protected,1
8757,Public Domain,1
8758,Permission with Restrictions,1
8759,Copyright Protected,1
8760,Copyright Protected,1
8761,Copyright Protected,1
8762,Public Domain,1
8763,Copyright Protected,1
8764,Public Domain,1
8765,Public Domain,1
8766,Online Use Only,1
8767,Public Domain,1
8768,Public Domain,1
8769,Public Domain,1
8770,Public Domain,1
8771,Public Domain,1
8772,Non-Commercial Use,1
8773,Public Domain,1
8774,Public Domain,1
8775,Public Domain,1
8776,Public Domain,1
8777,Public Domain,1
8778,Public Domain,1
8779,Public Domain,1
8780,Public Domain,1
8781,Public Domain,1
8782,Public Domain,1
8783,Public Domain,1
8784,Public Domain,1
8785,Copyright Protected,1
8786,Public Domain,1
8787,Public Domain,1
8788,Public Domain,1
8789,Public Domain,1
8790,Public Domain,1
8791,Public Domain,1
8792,Non-Commercial Use,1
8793,Non-Commercial Use,1
8794,Non-Commercial Use,1
8795,Non-Commercial Use,1
8796,Non-Commercial Use,1
8797,Public Domain,1
8798,Public Domain,1
8799,Public Domain,1
8800,Public Domain,1
8801,Public Domain,1
8802,Public Domain,1
8803,Public Domain,1
8804,Online Use Only,1
8805,Public Domain,1
8806,Public Domain,1
8807,Public Domain,1
8808,Public Domain,1
8809,Online Use Only,1
8810,Online Use Only,1
8811,Public Domain,1
8812,Public Domain,1
8813,Copyright Protected,1
8814,Non-Commercial Use,1
8815,Non-Commercial Use,1
8817,Public Domain,1
8818,Public Domain,1
8819,Public Domain,1
8820,Non-Commercial Use,1
8821,Non-Commercial Use,1
8822,Non-Commercial Use,1
8823,Public Domain,1
8824,Public Domain,1
8825,Copyright Protected,1
8826,Copyright Protected,1
8827,Copyright Protected,1
8828,Copyright Protected,1
8829,Public Domain,1
8830,Public Domain,1
8831,Public Domain,1
8832,Public Domain,1
8833,Public Domain,1
8834,Public Domain,1
8835,Public Domain,1
8837,Public Domain,1
8838,Copyright Protected,1
8840,Non-Commercial Use,1
8841,Copyright Protected,1
8842,Public Domain,1
8843,Non-Commercial Use,1
8844,Non-Commercial Use,1
8845,Non-Commercial Use,1
8846,Copyright Protected,1
8847,Public Domain,1
8848,Copyright Protected,1
8849,Copyright Protected,1
8850,Copyright Protected,1
8851,Public Domain,1
8853,Public Domain,1
8854,Non-Commercial Use,1
8855,Public Domain,1
8856,Copyright Protected,1
8857,Public Domain,1
8858,Public Domain,1
8859,Public Domain,1
8860,Public Domain,1
8861,Public Domain,1
8862,Public Domain,1
8863,Public Domain,1
8864,Copyright Protected,1
8865,Non-Commercial Use,1
8866,Copyright Protected,1
8867,Copyright Protected,1
8868,Copyright Protected,1
8869,Public Domain,1
8870,Public Domain,1
8871,Public Domain,1
8872,Public Domain,1
8873,Non-Commercial Use,1
8874,Public Domain,1
8875,Copyright Protected,1
8876,Copyright Protected,1
8877,Public Domain,1
8878,Public Domain,1
8879,Public Domain,1
8880,Public Domain,1
8881,Public Domain,1
8882,Public Domain,1
8883,Public Domain,1
8884,Public Domain,1
8885,Public Domain,1
8886,Public Domain,1
8887,Public Domain,1
8888,Public Domain,1
8889,Public Domain,1
8890,Public Domain,1
8891,Public Domain,1
8892,Public Domain,1
8893,Public Domain,1
8894,Public Domain,1
8895,Public Domain,1
8896,Copyright Protected,1
8897,Public Domain,1
8898,Public Domain,1
8899,Public Domain,1
8900,Copyright Protected,1
8901,Copyright Protected,1
8902,Copyright Protected,1
8903,Public Domain,1
8904,Copyright Protected,1
8905,Copyright Protected,1
8907,Public Domain,1
8908,Public Domain,1
8909,Copyright Protected,1
8910,Public Domain,1
8912,Public Domain,1
8913,Public Domain,1
8914,Public Domain,1
8915,Public Domain,1
8916,Non-Commercial Use,1
8917,Non-Commercial Use,1
8918,Non-Commercial Use,1
8919,Copyright Protected,1
8920,Public Domain,1
8921,Public Domain,1
8922,Public Domain,1
8923,Public Domain,1
8924,Public Domain,1
8925,Public Domain,1
8926,Public Domain,1
8927,Public Domain,1
8928,Public Domain,1
8929,Public Domain,1
8930,Public Domain,1
8931,Public Domain,1
8932,Public Domain,1
8933,Public Domain,1
8934,Public Domain,1
8935,Public Domain,1
8936,Public Domain,1
8937,Public Domain,1
8938,Public Domain,1
8939,Public Domain,1
8940,Public Domain,1
8941,Public Domain,1
8942,Public Domain,1
8943,Public Domain,1
8944,Public Domain,1
8945,Public Domain,1
8946,Public Domain,1
8947,Public Domain,1
8948,Public Domain,1
8949,Public Domain,1
8950,Public Domain,1
8951,Public Domain,1
8952,Public Domain,1
8953,Public Domain,1
8954,Public Domain,1
8955,Public Domain,1
8956,Public Domain,1
8957,Public Domain,1
8958,Public Domain,1
8959,Public Domain,1
8960,Public Domain,1
8961,Public Domain,1
8962,Public Domain,1
8963,Public Domain,1
8964,Public Domain,1
8965,Public Domain,1
8966,Public Domain,1
8967,Public Domain,1
8968,Public Domain,1
8969,Public Domain,1
8970,Public Domain,1
8971,Public Domain,1
8972,Public Domain,1
8973,Public Domain,1
8974,Public Domain,1
8975,Public Domain,1
8976,Public Domain,1
8977,Public Domain,1
8978,Public Domain,1
8979,Public Domain,1
8980,Public Domain,1
8981,Public Domain,1
8982,Public Domain,1
8983,Public Domain,1
8984,Public Domain,1
8985,Public Domain,1
8986,Public Domain,1
8987,Public Domain,1
8988,Public Domain,1
8989,Public Domain,1
8990,Public Domain,1
8991,Public Domain,1
8992,Public Domain,1
8993,Public Domain,1
8994,Public Domain,1
8995,Online Use Only,1
8996,Public Domain,1
8997,Public Domain,1
8998,Online Use Only,1
8999,Public Domain,1
9000,Public Domain,1
9001,Public Domain,1
9002,Online Use Only,1
9003,Public Domain,1
9004,Public Domain,1
9005,Public Domain,1
9006,Public Domain,1
9007,Public Domain,1
9008,Public Domain,1
9009,Public Domain,1
9010,Public Domain,1
9011,Public Domain,1
9012,Public Domain,1
9013,Public Domain,1
9014,Public Domain,1
9015,Public Domain,1
9016,Public Domain,1
9017,Public Domain,1
9018,Copyright Protected,1
9019,Public Domain,1
9020,Public Domain,1
9021,Public Domain,1
9022,Public Domain,1
9023,Public Domain,1
9024,Public Domain,1
9025,Public Domain,1
9026,Public Domain,1
9027,Public Domain,1
9028,Public Domain,1
9029,Public Domain,1
9030,Public Domain,1
9031,Copyright Protected,1
9032,Public Domain,1
9033,Public Domain,1
9034,Copyright Protected,1
9035,Public Domain,1
9036,Public Domain,1
9037,Public Domain,1
9038,Public Domain,1
9039,Public Domain,1
9040,Public Domain,1
9041,Public Domain,1
9042,Public Domain,1
9043,Public Domain,1
9044,Public Domain,1
9045,Public Domain,1
9046,Public Domain,1
9047,Public Domain,1
9048,Public Domain,1
9049,Public Domain,1
9050,Public Domain,1
9051,Public Domain,1
9052,Public Domain,1
9053,Public Domain,1
9054,Public Domain,1
9055,Public Domain,1
9056,Public Domain,1
9057,Public Domain,1
9058,Public Domain,1
9059,Public Domain,1
9060,Public Domain,1
9061,Public Domain,1
9063,Public Domain,1
9064,Copyright Protected,1
9065,Public Domain,1
9066,Public Domain,1
9067,Copyright Protected,1
9068,Copyright Protected,1
9069,Public Domain,1
9070,Public Domain,1
9071,Public Domain,1
9072,Public Domain,1
9073,Public Domain,1
9074,Public Domain,1
9075,Public Domain,1
9076,Public Domain,1
9077,Online Use Only,1
9078,Need Permission,1
9079,Public Domain,1
9080,Copyright Protected,1
9081,Public Domain,1
9082,Public Domain,1
9083,Public Domain,1
9084,Public Domain,1
9085,Public Domain,1
9086,Public Domain,1
9087,Public Domain,1
9088,Public Domain,1
9089,Copyright Protected,1
9090,Public Domain,1
9091,Public Domain,1
9092,Public Domain,1
9093,Public Domain,1
9094,Public Domain,1
9095,Public Domain,1
9096,Public Domain,1
9097,Public Domain,1
9098,Public Domain,1
9099,Public Domain,1
9100,Public Domain,1
9101,Public Domain,1
9102,Public Domain,1
9103,Public Domain,1
9104,Public Domain,1
9105,Public Domain,1
9106,Public Domain,1
9107,Public Domain,1
9108,Public Domain,1
9109,Public Domain,1
9110,Public Domain,1
9111,Public Domain,1
9112,Public Domain,1
9113,Copyright Protected,1
9114,Public Domain,1
9115,Online Use Only,1
9116,Public Domain,1
9117,Public Domain,1
9118,Public Domain,1
9119,Public Domain,1
9120,Copyright Protected,1
9121,Permission with Restrictions,1
9122,Non-Commercial Use,1
9123,Non-Commercial Use,1
9124,Public Domain,1
9125,Copyright Protected,1
9126,Permission with Restrictions,1
9127,Permission with Restrictions,1
9128,Copyright Protected,1
9129,Non-Commercial Use,1
9130,Non-Commercial Use,1
9131,Non-Commercial Use,1
9132,Non-Commercial Use,1
9133,Non-Commercial Use,1
9134,Non-Commercial Use,1
9135,Non-Commercial Use,1
9136,Non-Commercial Use,1
9137,Non-Commercial Use,1
9138,Non-Commercial Use,1
9139,Non-Commercial Use,1
9140,Non-Commercial Use,1
9141,Non-Commercial Use,1
9142,Non-Commercial Use,1
9143,Non-Commercial Use,1
9144,Non-Commercial Use,1
9145,Need Permission,1
9146,Public Domain,1
9147,Public Domain,1
9148,Full Permission,1
9149,Public Domain,1
9150,Public Domain,1
9151,Public Domain,1
9152,Public Domain,1
9153,Public Domain,1
9154,Public Domain,1
9155,Public Domain,1
9156,Public Domain,1
9157,Public Domain,1
9158,Public Domain,1
9159,Public Domain,1
9160,Public Domain,1
9161,Public Domain,1
9162,Public Domain,1
9163,Public Domain,1
9164,Public Domain,1
9165,Public Domain,1
9166,Public Domain,1
9167,Public Domain,1
9168,Public Domain,1
9169,Public Domain,1
9170,Public Domain,1
9171,Public Domain,1
9172,Public Domain,1
9173,Public Domain,1
9174,Public Domain,1
9175,Public Domain,1
9176,Public Domain,1
9177,Public Domain,1
9178,Public Domain,1
9179,Public Domain,1
9180,Public Domain,1
9181,Public Domain,1
9182,Public Domain,1
9183,Public Domain,1
9184,Copyright Protected,1
9185,Copyright Protected,1
9186,Public Domain,1
9187,Copyright Protected,1
9188,Public Domain,1
9189,Public Domain,1
9190,Public Domain,1
9191,Public Domain,1
9192,Public Domain,1
9193,Public Domain,1
9194,Public Domain,1
9195,Copyright Protected,1
9196,Copyright Protected,1
9197,Public Domain,1
9198,Public Domain,1
9199,Public Domain,1
9200,Public Domain,1
9201,Public Domain,1
9202,Public Domain,1
9203,Permission with Restrictions,1
9204,Public Domain,1
9205,Public Domain,1
9206,Public Domain,1
9207,Public Domain,1
9208,Public Domain,1
9209,Copyright Protected,1
9210,Public Domain,1
9211,Public Domain,1
9212,Public Domain,1
9213,Public Domain,1
9214,Public Domain,1
9215,Public Domain,1
9216,Public Domain,1
9217,Public Domain,1
9218,Public Domain,1
9219,Public Domain,1
9220,Online Use Only,1
9221,Online Use Only,1
9222,Online Use Only,1
9223,Public Domain,1
9224,Public Domain,1
9225,Public Domain,1
9226,Public Domain,1
9227,Public Domain,1
9228,Public Domain,1
9229,Copyright Protected,1
9230,Copyright Protected,1
9231,Copyright Protected,1
9232,Copyright Protected,1
9233,Public Domain,1
9234,Public Domain,1
9235,Public Domain,1
9236,Public Domain,1
9237,Public Domain,1
9238,Public Domain,1
9239,Public Domain,1
9240,Public Domain,1
9241,Public Domain,1
9242,Permission with Restrictions,1
9243,Public Domain,1
9244,Public Domain,1
9245,Online Use Only,1
9246,Public Domain,1
9247,Public Domain,1
9248,Public Domain,1
9249,Public Domain,1
9250,Public Domain,1
9251,Public Domain,1
9252,Public Domain,1
9253,Public Domain,1
9254,Public Domain,1
9255,Public Domain,1
9256,Public Domain,1
9257,Public Domain,1
9258,Copyright Protected,1
9259,Copyright Protected,1
9260,Copyright Protected,1
9261,Copyright Protected,1
9262,Copyright Protected,1
9263,Public Domain,1
9264,Public Domain,1
9265,Public Domain,1
9266,Public Domain,1
9267,Public Domain,1
9268,Public Domain,1
9269,Public Domain,1
9270,Public Domain,1
9271,Public Domain,1
9272,Copyright Protected,1
9273,Public Domain,1
9274,Public Domain,1
9275,Copyright Protected,1
9276,Public Domain,1
9277,Public Domain,1
9278,Public Domain,1
9279,Public Domain,1
9280,Public Domain,1
9281,Public Domain,1
9282,Public Domain,1
9283,Public Domain,1
9284,Public Domain,1
9285,Public Domain,1
9286,Public Domain,1
9287,Public Domain,1
9288,Public Domain,1
9289,Public Domain,1
9290,Copyright Protected,1
9291,Public Domain,1
9292,Public Domain,1
9293,Public Domain,1
9294,Public Domain,1
9296,Public Domain,1
9297,Copyright Protected,1
9298,Copyright Protected,1
9299,Copyright Protected,1
9300,Copyright Protected,1
9301,Copyright Protected,1
9302,Copyright Protected,1
9303,Copyright Protected,1
9304,Copyright Protected,1
9305,Copyright Protected,1
9306,Copyright Protected,1
9307,Copyright Protected,1
9308,Copyright Protected,1
9309,Copyright Protected,1
9310,Copyright Protected,1
9311,Copyright Protected,1
9312,Copyright Protected,1
9313,Copyright Protected,1
9314,Copyright Protected,1
9315,Public Domain,1
9316,Public Domain,1
9317,Public Domain,1
9318,Public Domain,1
9319,Public Domain,1
9320,Copyright Protected,1
9321,Public Domain,1
9322,Online Use Only,1
9323,Public Domain,1
9324,Public Domain,1
9325,Non-Commercial Use,1
9326,Public Domain,1
9327,Public Domain,1
9328,Public Domain,1
9329,Public Domain,1
9330,Public Domain,1
9331,Public Domain,1
9332,Public Domain,1
9333,Public Domain,1
9334,Public Domain,1
9335,Public Domain,1
9336,Public Domain,1
9337,Public Domain,1
9338,Public Domain,1
9339,Public Domain,1
9340,Public Domain,1
9341,Public Domain,1
9342,Public Domain,1
9343,Public Domain,1
9344,Public Domain,1
9345,Public Domain,1
9346,Public Domain,1
9347,Public Domain,1
9348,Public Domain,1
9349,Public Domain,1
9350,Public Domain,1
9351,Public Domain,1
9352,Public Domain,1
9353,Public Domain,1
9354,Public Domain,1
9355,Public Domain,1
9356,Public Domain,1
9357,Public Domain,1
9358,Online Use Only,1
9359,Public Domain,1
9360,Public Domain,1
9361,Public Domain,1
9362,Public Domain,1
9363,Public Domain,1
9364,Public Domain,1
9365,Public Domain,1
9366,Public Domain,1
9367,Copyright Protected,1
9368,Public Domain,1
9369,Public Domain,1
9370,Public Domain,1
9371,Public Domain,1
9372,Public Domain,1
9373,Public Domain,1
9374,Public Domain,1
9375,Public Domain,1
9376,Public Domain,1
9377,Public Domain,1
9378,Public Domain,1
9379,Public Domain,1
9380,Public Domain,1
9381,Public Domain,1
9382,Public Domain,1
9383,Public Domain,1
9384,Public Domain,1
9385,Public Domain,1
9386,Public Domain,1
9387,Public Domain,1
9388,Public Domain,1
9389,Public Domain,1
9390,Public Domain,1
9391,Public Domain,1
9392,Public Domain,1
9393,Public Domain,1
9394,Need Permission,1
9395,Public Domain,1
9396,Public Domain,1
9397,Public Domain,1
9398,Public Domain,1
9399,Public Domain,1
9400,Public Domain,1
9401,Public Domain,1
9402,Public Domain,1
9403,Public Domain,1
9404,Public Domain,1
9405,Public Domain,1
9406,Public Domain,1
9407,Full Permission,1
9408,Public Domain,1
9409,Public Domain,1
9410,Public Domain,1
9411,Public Domain,1
9412,Public Domain,1
9413,Public Domain,1
9414,Non-Commercial Use,1
9415,Public Domain,1
9416,Public Domain,1
9417,Public Domain,1
9418,Public Domain,1
9419,Public Domain,1
9420,Public Domain,1
9421,Public Domain,1
9422,Public Domain,1
9423,Public Domain,1
9424,Public Domain,1
9425,Public Domain,1
9426,Public Domain,1
9427,Public Domain,1
9428,Public Domain,1
9429,Public Domain,1
9430,Public Domain,1
9431,Public Domain,1
9432,Public Domain,1
9433,Public Domain,1
9434,Permission with Restrictions,1
9435,Public Domain,1
9436,Public Domain,1
9437,Public Domain,1
9438,Public Domain,1
9439,Public Domain,1
9440,Public Domain,1
9441,Public Domain,1
9442,Public Domain,1
9443,Public Domain,1
9444,Public Domain,1
9445,Public Domain,1
9446,Public Domain,1
9447,Public Domain,1
9448,Public Domain,1
9449,Public Domain,1
9450,Public Domain,1
9451,Public Domain,1
9452,Public Domain,1
9453,Public Domain,1
9454,Public Domain,1
9455,Public Domain,1
9456,Public Domain,1
9457,Public Domain,1
9458,Public Domain,1
9459,Public Domain,1
9460,Public Domain,1
9461,Public Domain,1
9462,Public Domain,1
9463,Public Domain,1
9464,Public Domain,1
9465,Public Domain,1
9466,Public Domain,1
9467,Public Domain,1
9468,Public Domain,1
9469,Public Domain,1
9470,Permission with Restrictions,1
9471,Need Permission,1
9472,Public Domain,1
9473,Public Domain,1
9474,Public Domain,1
9475,Public Domain,1
9476,Need Permission,1
9477,Need Permission,1
9478,Need Permission,1
9479,Public Domain,1
9480,Public Domain,1
9481,Public Domain,1
9482,Public Domain,1
9483,Copyright Protected,1
9484,Copyright Protected,1
9485,Public Domain,1
9486,Public Domain,1
9487,Online Use Only,1
9488,Public Domain,1
9489,Public Domain,1
9490,Copyright Protected,1
9491,Public Domain,1
9492,Public Domain,1
9493,Public Domain,1
9494,Public Domain,1
9495,Public Domain,1
9496,Public Domain,1
9497,Public Domain,1
9498,Public Domain,1
9499,Public Domain,1
9500,Public Domain,1
9501,Public Domain,1
9502,Online Use Only,1
9503,Permission with Restrictions,1
9504,Public Domain,1
9505,Copyright Protected,1
9506,Copyright Protected,1
9507,Copyright Protected,1
9508,Public Domain,1
9509,Online Use Only,1
9510,Online Use Only,1
9511,Public Domain,1
9512,Public Domain,1
9513,Public Domain,1
9514,Public Domain,1
9515,Public Domain,1
9516,Public Domain,1
9517,Public Domain,1
9518,Online Use Only,1
9519,Public Domain,1
9520,Public Domain,1
9521,Copyright Protected,1
9522,Public Domain,1
9523,Public Domain,1
9524,Public Domain,1
9525,Public Domain,1
9526,Public Domain,1
9527,Public Domain,1
9528,Public Domain,1
9529,Public Domain,1
9530,Online Use Only,1
9531,Public Domain,1
9532,Public Domain,1
9533,Copyright Protected,1
9534,Online Use Only,1
9535,Copyright Protected,1
9536,Public Domain,1
9537,Public Domain,1
9538,Public Domain,1
9539,Public Domain,1
9540,Public Domain,1
9541,Public Domain,1
9542,Public Domain,1
9543,Public Domain,1
9544,Public Domain,1
9545,Online Use Only,1
9546,Online Use Only,1
9547,Online Use Only,1
9548,Public Domain,1
9549,Copyright Protected,1
9550,Copyright Protected,1
9551,Public Domain,1
9552,Public Domain,1
9553,Public Domain,1
9554,Public Domain,1
9555,Public Domain,1
9556,Online Use Only,1
9557,Public Domain,1
9558,Public Domain,1
9559,Online Use Only,1
9560,Copyright Protected,1
9561,Online Use Only,1
9562,Public Domain,1
9563,Public Domain,1
9564,Public Domain,1
9565,Public Domain,1
9566,Public Domain,1
9567,Copyright Protected,1
9568,Public Domain,1
9569,Public Domain,1
9570,Online Use Only,1
9571,Online Use Only,1
9572,Public Domain,1
9573,Public Domain,1
9574,Copyright Protected,1
9575,Copyright Protected,1
9576,Public Domain,1
9577,Copyright Protected,1
9578,Public Domain,1
9579,Public Domain,1
9580,Public Domain,1
9581,Public Domain,1
9582,Public Domain,1
9583,Public Domain,1
9584,Public Domain,1
9585,Public Domain,1
9586,Public Domain,1
9587,Public Domain,1
9588,Public Domain,1
9589,Public Domain,1
9590,Public Domain,1
9591,Public Domain,1
9592,Public Domain,1
9593,Public Domain,1
9594,Public Domain,1
9595,Public Domain,1
9596,Public Domain,1
9597,Public Domain,1
9598,Public Domain,1
9599,Public Domain,1
9600,Public Domain,1
9601,Public Domain,1
9602,Public Domain,1
9603,Public Domain,1
9604,Public Domain,1
9605,Public Domain,1
9606,Public Domain,1
9607,Public Domain,1
9608,Public Domain,1
9609,Public Domain,1
9610,Public Domain,1
9611,Public Domain,1
9612,Public Domain,1
9613,Public Domain,1
9614,Public Domain,1
9615,Public Domain,1
9616,Public Domain,1
9617,Public Domain,1
9618,Public Domain,1
9619,Public Domain,1
9620,Public Domain,1
9621,Copyright Protected,1
9622,Public Domain,1
9623,Public Domain,1
9624,Online Use Only,1
9625,Non-Commercial Use,1
9626,Public Domain,1
9627,Public Domain,1
9628,Copyright Protected,1
9629,Copyright Protected,1
9630,Public Domain,1
9631,Public Domain,1
9632,Public Domain,1
9634,Non-Commercial Use,1
